scorer,,,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira
bodyparts,,,nose,nose,center_of_shoulder,center_of_shoulder,shoulder,shoulder,elbow,elbow,wrist,wrist,third_metacarpophalangeal_joint,third_metacarpophalangeal_joint,tip_of_third_forelimb_phalanx,tip_of_third_forelimb_phalanx,center_of_hip,center_of_hip,hip,hip,knee,knee,ankle,ankle,fourth_metatarsophalangeal_joint,fourth_metatarsophalangeal_joint,tip_of_fourth_hindlimb_phalanx,tip_of_fourth_hindlimb_phalanx
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,GX010432-editado,img0095.png,486.14273670958374,1778.2256640659127,485.2467544667473,1827.8081058788207,464.36361016041354,1827.8931686079181,458.8956204097279,1850.7810220951828,441.7667062779624,1837.2855139913675,,,,,468.2386644815999,1894.3818944305858,453.18598236580607,1890.2294303986425,419.9662701102609,1902.686822494472,,,,,,
labeled-data,GX010432-editado,img0862.png,487.6748120882889,1779.2409045758327,485.1152834858449,1829.7915944741014,462.7194082144601,1831.7112409259344,458.88011531079417,1850.9077054442641,442.88306154551924,1840.0297088838772,,,,,469.7581118711809,1892.5000452339784,452.48129380468407,1890.5803987821455,419.8473041235234,1904.6578060955874,,,,,,
labeled-data,GX010432-editado,img1167.png,442.49797507537687,1403.5986809755634,442.4979750753769,1491.9477870644614,458.27460116268014,1495.1031122819222,473.26239594561815,1502.9914253255738,473.29532924032156,1483.2443547591583,,,,,436.1873246404556,1597.6511818493932,448.80862551029816,1581.0857244577248,474.8400585543485,1566.8867609791519,,,,,,
labeled-data,GX010432-editado,img1358.png,434.5481915808929,1380.770324508399,437.6625396048503,1461.2243151272974,451.1580477086655,1459.1480831113258,465.69167182046647,1459.6671411153186,463.6154398044949,1425.4093128517877,,,,,434.548191580893,1571.2646119737906,444.410293656758,1568.1502639498333,466.7297878284523,1527.6637396383876,462.5773237965092,1554.1356978420251,,,,
labeled-data,GX010432-editado,img2216.png,348.3504365105001,1050.4209377591574,364.1270625978034,1165.590308196471,381.48135129383695,1160.8573203702797,414.6122660771737,1160.8573203702795,406.72395303352204,1124.5710803694824,,,,,394.1026521636795,1313.8905934171214,407.5127843378873,1306.7911116778348,443.01019303431946,1275.2378595032283,429.6000608601118,1317.0459186345815,,,,
labeled-data,GX010432-editado,img2660.png,328.38575004492566,368.310537027482,285.0000283048418,469.2809439862226,316.29945107460827,466.6606159418576,341.89473709904803,457.70226583330367,363.6507302198218,442.3450942186398,,,,,277.90652630962285,619.5924499378854,304.1416944846736,620.2323320884964,351.49297362988716,650.3067931672131,339.9750949188893,702.7771295173146,377.088259654327,696.3783080112047,410.36213148609863,720.0539475838115
labeled-data,GX010432-editado,img2734.png,334.31199301520246,273.7546695120085,304.2375319364857,353.7399383383828,325.9935250572595,360.1387598444927,338.1512859188684,347.9809989828838,366.30610054575214,332.62382736821996,,,,,288.24047817121084,493.8741293221905,306.79706053892966,495.7937757740235,348.3894003286443,507.9515366356324,334.95187760677015,562.9813918243512,348.389402769601,548.9039845109094,395.7406819148146,575.1391526859601
labeled-data,GX010432-editado,img3837.png,333.6721194079398,254.55821963941872,299.75836542555714,342.222074273125,324.3512968595316,343.86431101420123,324.07388714877493,363.9780673938988,361.1870518842126,340.942309971903,,,,,289.5202522362596,474.6776745676872,309.35659890520037,473.3979102664651,341.3507064357501,503.4723713451818,327.27329912230823,559.7820005989493,358.62752450224696,547.6242397373404,391.90139633401867,579.61834726789
labeled-data,GX010432-editado,img4132.png,,,,,,,352.44183024763345,160.53290722366037,371.63829476596334,143.89597130777452,,,,,,,,,335.8048943317476,259.7146405683645,351.16206594641153,312.824859069077,,,,
