scorer,,,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira
bodyparts,,,nose,nose,center_of_shoulder,center_of_shoulder,shoulder,shoulder,elbow,elbow,wrist,wrist,third_metacarpophalangeal_joint,third_metacarpophalangeal_joint,tip_of_third_forelimb_phalanx,tip_of_third_forelimb_phalanx,center_of_hip,center_of_hip,hip,hip,knee,knee,ankle,ankle,fourth_metatarsophalangeal_joint,fourth_metatarsophalangeal_joint,tip_of_fourth_hindlimb_phalanx,tip_of_fourth_hindlimb_phalanx
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,GX010419-editado,img0032.png,199.48821786882746,811.9291232285151,166.0261046619517,800.2501903460592,166.5849410149492,818.7977469142406,150.86182998941774,816.1133133245157,155.46371614323184,831.8364243500472,,,,,,,,,100.43282755387176,839.3144893499951,83.20480270947043,835.2600786835696,,,,
labeled-data,GX010419-editado,img0256.png,204.59073739130883,808.217490837216,167.12346144967145,799.2130324605193,166.24168610952478,815.0900453698467,152.81951816090037,815.8873010935728,156.46267803266986,831.9939026319221,,,,,106.08961129108022,805.3716413100007,106.08961129108022,817.0277301849882,107.54662240045366,832.4720479443467,83.06883576297976,834.2204612755954,,,,
labeled-data,GX010419-editado,img0506.png,530.1953671300223,801.8071200870183,,,463.77448491838135,803.8957221782886,,,455.50122227341956,822.8060367953441,,,,,,,,,,,,,,,,
labeled-data,GX010419-editado,img0853.png,829.5834937007035,743.9196193223893,,,,,,,,,,,,,638.5150831506277,758.3211256601027,637.1865195730363,776.9210157463813,599.1010303487517,796.4066148843873,568.1012135382874,792.4209241516133,,,,
labeled-data,GX010419-editado,img0854.png,831.6345787934091,746.6029959671906,758.1207275000224,749.2601231223733,762.9921272845239,770.0742858379708,,,,,,,,,643.8642598271683,759.44577721724,645.1928234047596,776.2742492000635,616.4072792236142,795.3169938122059,567.6932813785988,795.3169938122059,,,,
labeled-data,GX010419-editado,img0858.png,871.9343406470127,754.1315229068747,801.9023032652989,749.2601231223732,803.9104042054952,771.6395322523033,789.1205443104867,789.117030450113,802.8490346122637,802.4026662260263,,,,,688.5925669394096,756.7886500620573,691.692548620456,778.9313763552461,657.5927501289453,795.3169938122059,,,,,610.0970021497641,800.8475558638884
labeled-data,GX010419-editado,img0869.png,947.6635145038905,736.8010106323748,889.8513935540859,737.2686085635335,893.9310246603316,756.2097529853883,875.1893106002334,761.4607869336764,,,,,,,772.4470605998376,749.5037147353545,771.1184970222463,765.8893321923142,794.1469323671627,774.3035681837259,767.1328062894722,803.0891123648714,,,,
labeled-data,GX010419-editado,img0873.png,974.7467597361015,735.715056332102,909.4431518452855,736.6288890601849,913.3947216869224,752.4351684267325,892.5591716128368,767.5229805493461,918.7832260164273,778.2999892083558,,,,,781.1967488030697,752.0759348047654,781.9152160470037,765.7268124395111,801.3138316332212,778.6592228303227,769.342039278159,802.0094082581772,,,,
