scorer,,,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira
bodyparts,,,nose,nose,center_of_shoulder,center_of_shoulder,shoulder,shoulder,elbow,elbow,wrist,wrist,third_metacarpophalangeal_joint,third_metacarpophalangeal_joint,tip_of_third_forelimb_phalanx,tip_of_third_forelimb_phalanx,center_of_hip,center_of_hip,hip,hip,knee,knee,ankle,ankle,fourth_metatarsophalangeal_joint,fourth_metatarsophalangeal_joint,tip_of_fourth_hindlimb_phalanx,tip_of_fourth_hindlimb_phalanx
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,GX010368-editado,img01321.png,462.37591673359225,628.7315832924827,416.96100036828625,630.5234152984403,,,,,,,,,,,,,,,,,,,,,,
labeled-data,GX010368-editado,img02555.png,501.7046389007427,631.9272783076867,442.18295434106733,633.1685973432,436.0759827676285,641.7902042704077,416.31813355944394,639.6348025386058,431.40594568205756,653.6449137953184,,,,,,,,,362.4330902643952,652.2079793074505,,,,,,
labeled-data,GX010368-editado,img02997.png,503.97113731938987,634.9647654530349,445.7752905607373,633.527830965167,442.18295434106733,646.1010077340117,421.7066378889489,643.9456060022097,434.6390482797605,654.0041474172855,,,,,,,,,362.7923238863623,651.8487456854836,,,,,,
labeled-data,GX010368-editado,img04866.png,,,447.21222504860526,635.6832326969688,445.3735173139228,646.4886011058768,426.37667497451974,642.8679051363089,435.3575155236945,653.2856801733515,,,,,,,396.9590224541802,646.1969225213849,364.40361854476055,652.0404306910032,,,,,,
labeled-data,GX010368-editado,img05655.png,,,,,,,427.05989094670065,643.7178320268999,437.224185053368,653.6457472008542,,,,,,,,,,,,,,,,
labeled-data,GX010368-editado,img07329.png,510.06134996433457,640.2236650781973,454.6949278081436,636.726838415701,452.0723078112714,646.9259161813152,,,445.3700567081536,655.9593850594305,,,,,,,,,374.8507190144788,653.6281672844331,,,,,,
labeled-data,GX010368-editado,img08068.png,,,450.9226705543418,636.6522804253387,450.3398661105924,645.9771515253288,431.3987216887376,641.8975204190831,448.0086483355949,655.0106204034441,,,,,408.0865439387625,643.3545315284566,407.2123372731384,649.4739781878251,374.2838862012985,654.4278159596947,,,,,,
