scorer,,,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira
bodyparts,,,nose,nose,center_of_shoulder,center_of_shoulder,shoulder,shoulder,elbow,elbow,wrist,wrist,third_metacarpophalangeal_joint,third_metacarpophalangeal_joint,tip_of_third_forelimb_phalanx,tip_of_third_forelimb_phalanx,center_of_hip,center_of_hip,hip,hip,knee,knee,ankle,ankle,fourth_metatarsophalangeal_joint,fourth_metatarsophalangeal_joint,tip_of_fourth_hindlimb_phalanx,tip_of_fourth_hindlimb_phalanx
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,GX010366-editado,img0027.png,30.231220692335363,550.8115706981166,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,GX010366-editado,img0343.png,127.58353224539,540.3937956610739,103.51487957360159,536.0829921974699,,,91.30093642672388,560.246508221129,98.59913310952311,566.8635594431718,,,,,,,,,,,,,,,,
labeled-data,GX010366-editado,img0681.png,165.41814400849628,537.1700334883541,,,,,125.18397834819328,552.2578456109683,127.33938007999521,563.3940878919449,,,,,,,111.5331007134476,541.1216033299917,90.6975506393621,551.1801447450677,,,,,,
labeled-data,GX010366-editado,img0827.png,204.59829089970347,529.328899759425,170.05563872700696,524.9003545007873,169.16992967527938,546.6002262681124,162.08425726145896,556.7858803629791,171.38420230459826,567.4143889837098,,,,,,,138.18353855182482,535.4253308832498,122.4478185705916,545.9158108707386,115.16276302372437,548.5384308676108,,,,
labeled-data,GX010366-editado,img0837.png,205.78884846869641,532.5113086645026,181.89386627497194,522.3122308988885,181.01965960934785,543.8759953176155,170.52917962185902,554.6578775269791,174.02600628435528,570.1021952863375,,,,,,,,,156.83327964019367,552.6180619738561,147.21700631832894,567.77097751134,,,,
labeled-data,GX010366-editado,img0840.png,214.87968880044076,532.2181318468276,,,,,,,,,,,,,,,156.7304713529949,535.5274369048124,157.91236601656087,556.0924040508602,148.69358764074627,566.0203192248144,,,,
labeled-data,GX010366-editado,img0855.png,289.12722914989104,521.0263453799328,246.3426423288028,523.3901347070646,247.2881580596556,545.1369965166786,246.8154001942292,562.6290375374549,264.3074412150056,572.556952711409,,,,,190.5572214222015,530.4815026884605,189.37532675863554,543.4823439876862,168.8103596125876,559.3197324794703,152.50021325537716,559.5561114121834,,,,
labeled-data,GX010366-editado,img0860.png,308.9729747276598,524.7138509592885,268.31579830099037,522.5864405648698,269.7340718972696,542.9150287782045,251.90639373132734,552.9800646724193,261.46080925230774,570.8077428383614,,,,,208.63584372495353,531.4290468711398,208.82758898136245,545.234705332582,184.28419616102067,571.695550717013,161.85000116117703,577.0644178964627,,,,
