scorer,,,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira,jtqm-xaira
bodyparts,,,nose,nose,center_of_shoulder,center_of_shoulder,shoulder,shoulder,elbow,elbow,wrist,wrist,third_metacarpophalangeal_joint,third_metacarpophalangeal_joint,tip_of_third_forelimb_phalanx,tip_of_third_forelimb_phalanx,center_of_hip,center_of_hip,hip,hip,knee,knee,ankle,ankle,fourth_metatarsophalangeal_joint,fourth_metatarsophalangeal_joint,tip_of_fourth_hindlimb_phalanx,tip_of_fourth_hindlimb_phalanx
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,GX010405-editado,img0109.png,977.6195563425958,44.15106858460199,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,GX010405-editado,img0284.png,977.2663895098367,42.513974836626495,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,GX010405-editado,img0590.png,985.1695291931105,46.4655446782634,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,GX010405-editado,img0784.png,980.9819604251109,83.11497645364189,985.0615915313565,51.060732047426065,,,,,,,,,,,,,,,,,,,,,,
labeled-data,GX010405-editado,img1000.png,974.5711115438677,115.7520253036071,980.6905582032362,80.78375867864438,,,,,,,,,,,987.7515329822738,56.746630620805476,,,,,,,,,,
labeled-data,GX010405-editado,img1098.png,972.1872478596446,232.4004218286825,974.0311352587044,189.90152249751816,,,,,,,,,,,981.8989952493208,155.51606476274986,989.7668552399374,151.7278358783789,,,,,,,,
labeled-data,GX010405-editado,img1447.png,960.6948969226686,382.59919936277913,956.2186053016492,333.14327800681986,,,,,,,,,,,960.0068341860201,278.06825807250357,972.2457275047572,274.28002918813263,990.0212630391131,261.4583314256463,,,,,,
labeled-data,GX010405-editado,img1462.png,,,953.448305797511,411.63879990064834,970.6915196519266,413.07573438851625,988.2939671283092,401.5802584855726,,,,,,,956.6814083952139,347.33598156855686,970.3322860299596,346.97674794658985,992.604770591913,339.4328418852831,,,,,,
labeled-data,GX010405-editado,img1472.png,950.6461645020914,495.5008037638851,946.1492925879636,438.88208868420736,966.8388503410665,438.299284240458,974.7067103316832,420.52374870610197,,,,,,,955.4619270712149,372.7840825048993,970.0320381649493,370.74426695177647,983.7279425930597,359.08817807678895,,,,,,
labeled-data,GX010405-editado,img1486.png,956.9960886285191,563.145492261706,951.9668179209812,503.51271101518535,971.7246671291657,502.7942437712514,987.8901801176803,483.39562818503384,998.0100407969528,499.40246572386525,,,,,949.4612395421752,430.226265015939,966.5568814098369,429.00514773967745,988.5369923825447,413.1306231482774,,,,,,
labeled-data,GX010405-editado,img1487.png,955.0557359301797,571.1638305197976,949.4463493678857,506.155592644774,970.4273093428633,507.32120153227277,991.6233349713389,499.32884108065014,,,,,,,953.817382696006,434.76204828547515,969.844504899114,432.13942828860297,986.1630293240966,412.61547942299876,,,,,,
labeled-data,GX010405-editado,img1489.png,954.4834245908282,582.2337692076874,,,,,,,,,,,,,955.357631256452,444.4005182609592,971.38475345956,442.06930048596166,987.9946801064173,418.46572051411187,,,,,,
labeled-data,GX010405-editado,img1501.png,956.2247236100188,668.6043988819692,951.5125202920685,599.3335938460987,970.1124103783471,599.3335938460987,978.9695008956227,576.748013027046,,,,,,,,,,,,,,,,,,
labeled-data,GX010405-editado,img1503.png,959.4234589789048,685.2878179466755,954.0349546494,618.1111306388482,970.2004676379146,618.1111306388482,981.3367099188913,593.6832443450928,,,,,,,947.2095158320271,544.468238135615,962.2973279546409,542.3128364038131,992.1137185779011,547.7013407333179,,,,,,
labeled-data,GX010405-editado,img1602.png,934.2831724825719,1002.02882058505,933.0825798760864,942.8189565545144,,,,,,,,,,,938.3785606002208,880.8567013917082,947.0919558989684,879.4011320118414,979.9486275461024,849.3810075572657,960.5655550636205,823.8520828242407,,,,
labeled-data,GX010405-editado,img1738.png,932.8529990681225,1005.7837328336827,932.5615968462478,948.3774951243689,,,,,,,,,,,938.2673066123639,878.2176170123591,,,980.1640279678614,852.9989013806976,963.8455035428788,830.5609302963466,,,,
labeled-data,GX010405-editado,img1785.png,936.2928400910382,1005.2510842899384,933.3345981375996,937.2700534445928,943.0261343788407,943.8886635605622,,,,,,,,,941.0560142997672,875.9449766321945,952.7047042902151,873.6309754923761,980.9707198120599,852.3586132955238,,,,,,
labeled-data,GX010405-editado,img1914.png,943.8041635191037,997.9634557242821,942.6873207279717,932.9324192357252,,,,,,,,,,,,,,,,,,,,,,
